031, 031-07, 22139.06461135923, 031-09, 34656.47231311186, 031-12, 30856.06332679605, 031-13, 29984.314923697257, 031-17, 31708.443223172595, 031-29, 41035.62545134192, 031-33, 12341.380235751036, 031-35, 23327.50189504047, 031-41, 24319.031743413852, 031-43, 34239.672041777194, 031-44, 41103.41590637925, 031-05, 21222.084483128558, 031-42, 45280.85423901275, 031-03, 36560.20101470366, 031-04, 15377.806517449337, 031-06, 13316.068237968733, 031-08, 42155.27183722067, 031-10, 12314.77008773307, 031-11, 19825.530356955343, 031-14, 16688.243147379184, 031-15, 12218.524927483017, 031-16, 28982.582981807605, 031-18, 38012.64456901622, 031-19, 25832.505965981774, 031-20, 36339.9436441022, 031-21, 29169.04142021091, 031-22, 34340.811467871965, 031-23, 22330.22729608204, 031-24, 14560.442403579144, 031-25, 20463.170039105233, 031-26, 15373.49214455754, 031-27, 38879.920509705706, 031-28, 17798.60447117018, 031-30, 37462.74075589606, 031-31, 22039.11925879501, 031-32, 37736.692540789074, 031-34, 13033.83388169825, 031-36, 22444.538080596983, 031-37, 57802.46081962805, 031-38, 35223.20224625647, 031-39, 17906.734219930095, 031-40, 44506.22259384015, 031-45, 26478.63214499362, 031-01, 36380.41466301427, 031-02, 16735.718816509623
032, 032-07, 25687.34668283953, 032-10, 17313.77485505032, 032-23, 11784.740425528482, 032-25, 28758.69737495662, 032-27, 15896.656058680957, 032-29, 49413.92117882381, 032-32, 16535.88059859164, 032-33, 32280.449282333102, 032-37, 31599.378098374724, 032-40, 12705.405121394493, 032-41, 18616.80310626672, 032-42, 10776.883262167054, 032-43, 48938.33723634948, 032-44, 45854.67463946364, 032-45, 37669.72302013646, 032-03, 15950.940829171708, 032-09, 14461.77255124042, 032-26, 10386.72266731913, 032-01, 15343.080192013498, 032-02, 50415.526570214715, 032-04, 11859.940505937178, 032-05, 8714.177402765448, 032-06, 44965.61476752755, 032-08, 48779.2569329098, 032-11, 39173.857122618865, 032-12, 12976.613616477245, 032-13, 11667.330359064583, 032-14, 71698.21924956203, 032-15, 68093.31798986265, 032-17, 37815.00716768062, 032-18, 45478.91484362772, 032-19, 18950.819818563967, 032-20, 13187.620247976063, 032-21, 13350.400877259217, 032-22, 12717.316995770982, 032-24, 32848.56135127917, 032-28, 29734.365230610936, 032-30, 41017.60575865807, 032-31, 49477.27485759853, 032-34, 70350.35065017121, 032-35, 40234.65845959063, 032-36, 9018.681650881437, 032-16, 31676.556285951447, 032-38, 39384.55487787555, 032-39, 41248.36422352598
033, 033-06, 140941.09775405368, 033-01, 19703.762791518384, 033-03, 25975.680799416266, 033-05, 28554.31622774241, 033-07, 84493.1732622062, 033-09, 66424.3944533107, 033-10, 20518.959321483315, 033-12, 53010.40970290311, 033-17, 77737.06580967514, 033-18, 69213.96995007407, 033-19, 20576.588983339574, 033-20, 34702.00607714606, 033-21, 51469.30760375101, 033-22, 42466.697566895506, 033-24, 91509.00693690179, 033-25, 94446.52239580739, 033-29, 79447.95712137765, 033-30, 27083.112294420556, 033-31, 85062.03489775976, 033-32, 82449.21993922199, 033-35, 23294.333350212466, 033-36, 24181.98737356649, 033-37, 17641.295378928895, 033-38, 22861.092000578134, 033-40, 109155.72323456428, 033-43, 66522.17232226975, 033-44, 17424.349505791815, 033-02, 119173.51477573375, 033-04, 20722.596656493668, 033-08, 90953.25343405678, 033-11, 49621.00983187537, 033-13, 23070.595130722555, 033-14, 24730.33662743582, 033-15, 68433.09740619113, 033-16, 52929.80055489313, 033-23, 67429.18933171398, 033-26, 78349.36398600288, 033-27, 84639.58294010867, 033-28, 88758.10070008606, 033-33, 22747.67589346964, 033-34, 21228.053435730904, 033-39, 31991.957241308242, 033-41, 77914.50556423512, 033-42, 126830.64412208626, 033-45, 34249.500094481045
034, 034-01, 23758.424752734147, 034-02, 66209.05048446727, 034-04, 68451.13841132748, 034-06, 79577.88695569926, 034-07, 25760.85823667104, 034-08, 28047.271543019924, 034-09, 60900.33300915587, 034-11, 52620.539733000594, 034-12, 42153.75887304996, 034-13, 64808.93843317569, 034-14, 32966.030037320445, 034-16, 48549.09321943845, 034-17, 74144.7419431668, 034-19, 77406.0700818797, 034-20, 29591.087721169413, 034-21, 27718.592139589142, 034-22, 49606.97151181924, 034-23, 75064.64752579293, 034-24, 78716.56991434946, 034-25, 55300.67523536802, 034-26, 31576.488451342564, 034-28, 26683.42937270971, 034-29, 26151.251269945646, 034-30, 71929.0021504481, 034-32, 26204.300373111535, 034-34, 25528.88252499804, 034-35, 27299.240327518146, 034-36, 56109.486797790756, 034-37, 61483.950413979124, 034-38, 57273.82798628541, 034-40, 65997.10535903332, 034-41, 70519.98801152516, 034-43, 64143.81854823676, 034-03, 74932.4447359845, 034-05, 48651.11712591322, 034-10, 30194.879714002785, 034-15, 25201.156463782325, 034-18, 30316.17249692155, 034-27, 24471.64758765864, 034-31, 26766.097120837872, 034-33, 24123.045686382036, 034-39, 37925.097788216706, 034-42, 58723.618401386855, 034-44, 34924.136391195985, 034-45, 66449.67592245813
035, 035-01, 12914.527140394124, 035-02, 59500.023569728946, 035-03, 14785.888180353195, 035-05, 67579.64083287216, 035-06, 37277.555299937536, 035-07, 68880.21930942552, 035-08, 16627.938799895517, 035-10, 15358.105197345521, 035-12, 14709.90050696182, 035-13, 15565.521890226802, 035-14, 16539.647193247638, 035-15, 16394.771912086664, 035-17, 42173.39712430446, 035-18, 17442.089395307572, 035-19, 72413.22615189214, 035-04, 17219.723583546845, 035-21, 12649.206247501588, 035-23, 60411.243177241246, 035-24, 38024.376818830206, 035-27, 13148.898663081734, 035-30, 15825.621851500888, 035-31, 14509.805238744842, 035-32, 14504.207002990588, 035-33, 53599.38099213144, 035-34, 55728.97245200824, 035-37, 12948.93444112737, 035-39, 60204.92645220633, 035-42, 37080.5917994651, 035-43, 13950.371482622477, 035-44, 55485.79389361343, 035-22, 77276.95445462526, 035-25, 76114.58576611454, 035-26, 70551.43573273763, 035-28, 12415.64780288974, 035-38, 14455.550973669968, 035-40, 58778.24922162348, 035-41, 15647.430356874089, 035-09, 67753.46613981672, 035-11, 56655.333858528844, 035-16, 55657.640337082485, 035-20, 62193.150135083735, 035-29, 36893.5498418357, 035-35, 58386.52520221938, 035-36, 67165.75927777571, 035-45, 62000.81650252658
036, 036-03, 28111.912571802546, 036-04, 36899.24061924693, 036-06, 28885.63222105822, 036-13, 34717.90271612126, 036-14, 25229.01706329418, 036-15, 29403.816788133307, 036-16, 19571.44270090659, 036-18, 29874.277368148814, 036-19, 18713.92565311191, 036-20, 20770.550704159745, 036-21, 65136.926898729485, 036-24, 78386.74211245454, 036-27, 24595.775643694466, 036-29, 20230.820771141913, 036-31, 31782.00387401658, 036-34, 23750.549407959465, 036-36, 29084.3970725988, 036-39, 76233.47683468016, 036-41, 69267.32946081704, 036-42, 40267.60969804842, 036-44, 41507.34791744921, 036-45, 58552.21632120411, 036-01, 35600.74821850841, 036-02, 33794.75318700979, 036-09, 27455.400382416425, 036-10, 46854.881899562955, 036-17, 27769.956416484485, 036-26, 16834.050017255337, 036-28, 31851.24326296542, 036-30, 44996.04180311438, 036-32, 30261.84099691861, 036-33, 59306.171475418516, 036-35, 45613.64766581913, 036-38, 73193.52127281042, 036-40, 37215.961835618735, 036-43, 16371.14613022595, 036-05, 27379.68421636599, 036-07, 37507.43904212233, 036-08, 42999.61954347511, 036-11, 33704.611758915446, 036-12, 36654.545338880846, 036-22, 53263.28480464031, 036-23, 33187.575712499114, 036-25, 43173.11774021137, 036-37, 24867.144092355724
037, 037-01, 5539.073522145264, 037-02, 7419.949064175377, 037-03, 24649.764985779773, 037-04, 9907.297368043623, 037-05, 5496.381252633006, 037-06, 6142.007553406537, 037-07, 6743.096651203519, 037-08, 12343.488524934515, 037-10, 7071.758260809377, 037-11, 22581.937526818376, 037-12, 25433.559399073936, 037-13, 66685.0761430067, 037-15, 20471.311130596125, 037-16, 6942.294531519456, 037-17, 6794.7752472211805, 037-19, 6231.680548630132, 037-20, 11747.169536677731, 037-21, 23723.32593432582, 037-23, 21997.71057297424, 037-26, 23098.0721869281, 037-27, 4947.4082723547235, 037-28, 6192.05243317652, 037-29, 15383.357955929676, 037-30, 6283.350339230486, 037-32, 6269.4237488725785, 037-33, 12919.312918898246, 037-34, 44697.27161395485, 037-35, 8986.564931504203, 037-37, 10806.560695920432, 037-38, 4516.3283996021755, 037-39, 14484.232644026897, 037-40, 18134.06637850466, 037-41, 5876.907603089824, 037-43, 10532.352233138588, 037-44, 15051.437819150924, 037-45, 6048.02954790695, 037-09, 6369.409619597001, 037-14, 21228.933679365266, 037-18, 11413.868390059724, 037-22, 5107.554329850071, 037-24, 7588.855121100131, 037-25, 5755.185737606208, 037-31, 10198.973611017569, 037-36, 11134.756819848188, 037-42, 5528.337494060374
038, 038-03, 39406.05916703914, 038-08, 36602.745453121766, 038-37, 36591.41262243104, 038-42, 41621.363516800484, 038-02, 88601.64353285085, 038-10, 21621.753957819703, 038-14, 25733.010400501185, 038-16, 46873.6247389327, 038-19, 69211.84691920427, 038-24, 32492.46788915324, 038-28, 22206.01907656258, 038-35, 26637.39731398075, 038-39, 20901.070042602216, 038-01, 23699.221020467845, 038-04, 44421.69952526742, 038-05, 22706.82932271663, 038-06, 24992.854699485866, 038-07, 71512.7518887322, 038-09, 23013.603428133738, 038-11, 37831.45120414155, 038-12, 22946.697310749223, 038-13, 38274.38884809984, 038-15, 31891.365600728386, 038-17, 47008.267516201166, 038-18, 32516.259836881633, 038-20, 27051.488810388928, 038-21, 24474.206297422366, 038-22, 24121.86034419844, 038-23, 22218.79621358235, 038-25, 90718.31147612915, 038-26, 90948.53719277821, 038-27, 25190.27697184099, 038-29, 37001.799418960574, 038-30, 29187.276548212663, 038-31, 24775.93202581764, 038-32, 28569.715419518365, 038-33, 79898.75602122495, 038-34, 81909.99156357379, 038-36, 48258.39341640497, 038-38, 84932.91987829216, 038-40, 36990.257771200275, 038-41, 51219.35128664294, 038-43, 19991.87586889212, 038-44, 90497.4240145094, 038-45, 26485.368154146647
039, 039-01, 11887.62870193391, 039-02, 35408.64036530862, 039-04, 16550.661227170636, 039-06, 15872.134260841278, 039-08, 15537.936937725928, 039-11, 14994.327905921413, 039-12, 36363.73140331335, 039-13, 14682.980782146968, 039-15, 12610.90893859899, 039-17, 41174.73060910197, 039-26, 32905.98965656912, 039-28, 15286.246899425974, 039-31, 34156.00888489286, 039-32, 12827.605958321543, 039-33, 14802.0711493721, 039-35, 15228.926641691625, 039-39, 17166.56338054444, 039-40, 17120.051121249286, 039-03, 16684.199793404, 039-09, 114477.88331296683, 039-16, 16154.785360044292, 039-19, 79654.86289438902, 039-36, 17514.188434059128, 039-38, 105082.46921117876, 039-05, 44665.36210272185, 039-07, 90711.50348763325, 039-10, 74421.0989121504, 039-14, 77251.74975840433, 039-18, 89526.19932968683, 039-20, 50674.13257130686, 039-21, 39737.88110756402, 039-22, 49264.701860831614, 039-23, 43199.765217877626, 039-24, 55267.035142883906, 039-25, 40070.86429744606, 039-27, 54541.06403388294, 039-29, 114477.58242312954, 039-30, 46708.231830505894, 039-34, 119399.27741647101, 039-37, 38365.698553060836, 039-41, 15042.423675055308, 039-42, 33664.3807683432, 039-43, 105811.68394881747, 039-44, 18142.37376639578, 039-45, 16744.23904630555
040, 040-43, 90346.13885399303, 040-01, 14474.385745859423, 040-02, 24129.456375873113, 040-03, 13553.387954940636, 040-04, 52309.77626245066, 040-05, 16142.730651793052, 040-06, 14409.493025795531, 040-07, 25243.86120586372, 040-09, 69827.32986651495, 040-10, 74181.92455003463, 040-11, 15500.231842897772, 040-13, 17660.438370908447, 040-14, 17182.790678310423, 040-17, 14366.1723069642, 040-18, 14651.517330619467, 040-19, 22924.34510823196, 040-20, 40403.840318586255, 040-22, 53356.788882682275, 040-24, 19567.774837254918, 040-25, 23566.593161836965, 040-26, 20422.755791734744, 040-27, 21271.008915114035, 040-29, 27202.24802395563, 040-30, 18284.356145812893, 040-32, 66279.74219875131, 040-33, 57900.80108507554, 040-40, 14499.208038361632, 040-41, 15603.468760126943, 040-45, 44328.749340505805, 040-08, 49941.4773099486, 040-12, 71699.71212583825, 040-15, 52384.0820138011, 040-16, 56418.01824972382, 040-21, 57679.059642892826, 040-23, 34044.58173626163, 040-28, 65872.52654130742, 040-31, 77709.4627406024, 040-34, 41138.18551893844, 040-35, 61103.64139608937, 040-36, 33788.04036727704, 040-37, 33487.28097981437, 040-38, 59590.47614643542, 040-39, 29946.9838508895, 040-42, 30707.60084191117, 040-44, 28137.214341894727
