031, 031-01, 390.81289046736805, 031-02, 317.58395533345407, 031-03, 453.58851712039063, 031-04, 259.8220862824739, 031-05, 243.25647422307657, 031-06, 312.04816884936474, 031-07, 247.83066676216512, 031-08, 685.6362063579701, 031-09, 421.25380339462185, 031-10, 252.65147271961678, 031-11, 232.6911681758305, 031-12, 472.6475189773106, 031-13, 597.3293168287229, 031-14, 253.05048724632022, 031-15, 276.5443961366593, 031-16, 568.31588476739, 031-17, 349.74205263097946, 031-18, 294.01310239695687, 031-19, 508.2167093009557, 031-20, 505.25251795644675, 031-21, 485.265598168736, 031-22, 353.3655380288396, 031-23, 252.93073111324173, 031-24, 203.20772139688995, 031-25, 308.43656504167376, 031-26, 231.98611695157237, 031-27, 596.7900054181515, 031-28, 236.76674228714342, 031-29, 672.1885062215919, 031-30, 507.430578237428, 031-31, 223.54890978796686, 031-32, 368.4844232028046, 031-33, 229.04022649468666, 031-34, 201.53017062269112, 031-35, 344.67390702460074, 031-36, 255.77188983048603, 031-37, 470.69939002813953, 031-38, 391.0766469935844, 031-39, 226.6681569730315, 031-40, 416.4584681996436, 031-41, 242.58241226154158, 031-42, 708.2488755623942, 031-43, 453.98703744055, 031-44, 727.8839565843401, 031-45, 363.0334619819881
032, 032-01, 229.65432154829875, 032-02, 392.8163240049941, 032-03, 210.28676052186492, 032-04, 165.94499875705193, 032-05, 134.06034520432829, 032-06, 558.4189632256861, 032-07, 450.5295680468152, 032-08, 465.7115652430265, 032-09, 191.16866073818156, 032-10, 139.83978543808865, 032-11, 547.304067511396, 032-12, 115.80770800435292, 032-13, 134.2230854736835, 032-14, 576.1409676712248, 032-15, 413.5408024929991, 032-16, 506.3183904805096, 032-17, 293.181207305478, 032-18, 480.59408815116484, 032-19, 138.86159231003367, 032-20, 158.88960496479342, 032-21, 122.42495997544313, 032-22, 130.203546911479, 032-23, 209.4053532314129, 032-24, 344.101542389575, 032-25, 429.5180186754702, 032-26, 156.03546459027794, 032-27, 134.51364849344677, 032-28, 415.5820318667652, 032-29, 601.9110468163353, 032-30, 265.32808215805125, 032-31, 591.1725165772962, 032-32, 180.3391509943368, 032-33, 384.44252925657827, 032-34, 592.7781574646182, 032-35, 516.897832401003, 032-36, 173.29664158596208, 032-37, 547.9195037363622, 032-38, 297.0660372081629, 032-39, 521.6380467434508, 032-40, 198.99594888684754, 032-41, 204.82463866692817, 032-42, 165.26481854400313, 032-43, 499.934483107313, 032-44, 460.2964306184349, 032-45, 345.60800502199777
033, 033-01, 248.53073628114274, 033-02, 496.3676196254632, 033-03, 249.48397294662502, 033-04, 304.4638782627388, 033-05, 270.52978000527844, 033-06, 650.1917922600567, 033-07, 542.2642451388288, 033-08, 462.8556326747836, 033-09, 360.40698173107774, 033-10, 220.12635552456956, 033-11, 716.4798871462752, 033-12, 685.9006604956749, 033-13, 213.79323940385328, 033-14, 211.46548861631405, 033-15, 654.7277748689745, 033-16, 751.47803760388, 033-17, 706.7745546678469, 033-18, 422.78802263957, 033-19, 200.45282299821812, 033-20, 191.55159952971346, 033-21, 621.6858052135206, 033-22, 408.7759706325865, 033-23, 675.5302132223576, 033-24, 513.5283823488732, 033-25, 459.9697795828461, 033-26, 395.20459051701954, 033-27, 652.949283894784, 033-28, 728.7856103564031, 033-29, 718.7271035086958, 033-30, 244.12197697864383, 033-31, 458.69258769654834, 033-32, 846.4162603448633, 033-33, 283.5131358454191, 033-34, 285.6685781608822, 033-35, 240.68928919370416, 033-36, 224.37908795235722, 033-37, 353.2062651839294, 033-38, 252.97743070632336, 033-39, 321.86877106104873, 033-40, 479.0291318682608, 033-41, 465.6374728548616, 033-42, 470.8045506811735, 033-43, 452.4505737271376, 033-44, 290.39844929198034, 033-45, 404.38119108290266
034, 034-01, 232.0818662193908, 034-02, 419.6649212111536, 034-03, 420.4942482069638, 034-04, 377.3859871361897, 034-05, 422.94358873819954, 034-06, 362.5711046426632, 034-07, 194.07645395225865, 034-08, 216.20180858783752, 034-09, 374.5574601751104, 034-10, 252.40534428515596, 034-11, 403.95349136692994, 034-12, 399.6487867392296, 034-13, 373.85464925869474, 034-14, 229.01822120791272, 034-15, 223.12564091165922, 034-16, 433.81598947767503, 034-17, 391.9411634219284, 034-18, 200.76814626182883, 034-19, 326.67364942913787, 034-20, 205.12753416968798, 034-21, 233.56881146220854, 034-22, 455.76822844173915, 034-23, 345.15166144966435, 034-24, 440.8149520595234, 034-25, 347.69502010996814, 034-26, 192.7730662882883, 034-27, 182.17130196481352, 034-28, 206.28839043913345, 034-29, 198.88655037763291, 034-30, 339.2053234835684, 034-31, 187.317866448882, 034-32, 230.28790144942562, 034-33, 218.13132678252478, 034-34, 201.27209788705298, 034-35, 272.572222566618, 034-36, 338.3754089856149, 034-37, 380.864979428136, 034-38, 378.51140877535465, 034-39, 250.3512611229671, 034-40, 334.69221919440236, 034-41, 292.3141726366425, 034-42, 438.6434675148223, 034-43, 356.54110859545705, 034-44, 304.48057009231195, 034-45, 459.88610561791467
035, 035-01, 68.7782320018831, 035-02, 1001.3721536164808, 035-03, 76.20839379446075, 035-04, 81.00915309769022, 035-05, 959.8523432666725, 035-06, 738.7944709161625, 035-07, 413.1537708175576, 035-08, 78.47222775013807, 035-09, 504.5831587756657, 035-10, 73.83294717576813, 035-11, 1207.944517889326, 035-12, 107.92885797327128, 035-13, 78.58402707886822, 035-14, 100.6066865456921, 035-15, 115.12955176329622, 035-16, 250.1091514166503, 035-17, 725.7365340806748, 035-18, 114.07816295514526, 035-19, 210.08156819303562, 035-20, 723.6629784669922, 035-21, 92.19622914453248, 035-22, 354.98957945585767, 035-23, 207.2479966299881, 035-24, 621.5882528311543, 035-25, 440.55760422108983, 035-26, 360.3372199693866, 035-27, 113.72088193639193, 035-28, 118.1157959414563, 035-29, 633.328342597633, 035-30, 79.44026951245044, 035-31, 82.51382305025116, 035-32, 106.57676770058225, 035-33, 543.6731855666019, 035-34, 511.41043677880543, 035-35, 716.8678816114422, 035-36, 908.457519185746, 035-37, 66.54042224442425, 035-38, 91.61051092304598, 035-39, 235.890368832551, 035-40, 732.5563543613048, 035-41, 110.6582253980168, 035-42, 601.5099169244779, 035-43, 82.23401299571388, 035-44, 622.1316035480106, 035-45, 216.90409521595933
036, 036-01, 362.8752027811867, 036-02, 431.34664681919253, 036-03, 207.73005216515688, 036-04, 312.6079602571476, 036-05, 118.79342273712211, 036-06, 158.01899795944254, 036-07, 329.13620618180835, 036-08, 437.97919762864825, 036-09, 215.6376497776037, 036-10, 140.43192530321986, 036-11, 580.9221631612556, 036-12, 315.0720133489626, 036-13, 123.17075802244202, 036-14, 271.634763800425, 036-15, 141.31027366859558, 036-16, 128.50689517655286, 036-17, 142.09302037552462, 036-18, 184.13753849161483, 036-19, 131.97936180396727, 036-20, 136.64920417569942, 036-21, 235.90938598346128, 036-22, 262.6053546555156, 036-23, 493.37627784627813, 036-24, 313.3363392076674, 036-25, 486.29974059101477, 036-26, 141.50664170165732, 036-27, 140.99170153100067, 036-28, 168.97780928827663, 036-29, 139.8303628689379, 036-30, 518.9052055650088, 036-31, 301.8258377241908, 036-32, 392.8151671671828, 036-33, 295.5327310096766, 036-34, 134.3140429062346, 036-35, 561.2907530700957, 036-36, 136.89671397387872, 036-37, 377.9885305445173, 036-38, 340.77578348365745, 036-39, 316.49162175075827, 036-40, 549.5369236940714, 036-41, 300.45079646528615, 036-42, 304.04030935129606, 036-43, 161.20274530659287, 036-44, 117.23089497156604, 036-45, 299.6076847389599
037, 037-01, 64.0862317724589, 037-02, 71.63757491699798, 037-03, 125.28216264811104, 037-04, 91.07556822678794, 037-05, 70.55768931414192, 037-06, 99.0525650706639, 037-07, 66.78475802538858, 037-08, 121.2932202938713, 037-09, 53.323513555315714, 037-10, 62.53072392024701, 037-11, 430.8623835934401, 037-12, 193.05668691307886, 037-13, 526.5423236852926, 037-14, 277.7672080059886, 037-15, 253.21318404371286, 037-16, 113.83802415083656, 037-17, 84.7529104524376, 037-18, 95.89770388874551, 037-19, 88.77914781457284, 037-20, 134.18312691787247, 037-21, 143.10092512907883, 037-22, 84.51843420754852, 037-23, 114.11346520411357, 037-24, 38.16217688973214, 037-25, 56.47741184388929, 037-26, 131.64812807749598, 037-27, 59.13637543747065, 037-28, 100.74600751508305, 037-29, 140.86765567512631, 037-30, 41.935221024418645, 037-31, 162.18604746848217, 037-32, 54.956023845435595, 037-33, 71.98169726794453, 037-34, 158.630352392533, 037-35, 65.1613371130405, 037-36, 81.73198719556007, 037-37, 90.94875187767829, 037-38, 49.66105401621375, 037-39, 156.56888573611255, 037-40, 313.555168973879, 037-41, 55.64891783799115, 037-42, 36.84051832457695, 037-43, 158.0047578794827, 037-44, 76.64976447139783, 037-45, 39.90235646794265
038, 038-01, 199.6299852875643, 038-02, 304.9097783952498, 038-03, 272.97304707937735, 038-04, 461.76312129816404, 038-05, 157.7589449581533, 038-06, 241.44620526623308, 038-07, 368.7113910811054, 038-08, 275.3850163791777, 038-09, 226.89949141609233, 038-10, 219.4633876752501, 038-11, 677.9961680998566, 038-12, 139.80466638187121, 038-13, 361.1232266488041, 038-14, 235.22089526129838, 038-15, 362.7019427030652, 038-16, 484.62126535674327, 038-17, 306.7465114898508, 038-18, 356.1215109788263, 038-19, 395.0757136075755, 038-20, 202.0821564162502, 038-21, 304.71532838683396, 038-22, 217.2001270311262, 038-23, 156.80851534385533, 038-24, 307.7958440954392, 038-25, 310.0235269793299, 038-26, 381.0271365378943, 038-27, 179.51440043534657, 038-28, 174.4637395876338, 038-29, 340.1064513150671, 038-30, 202.1590355039748, 038-31, 273.9445021399797, 038-32, 280.19173733698744, 038-33, 432.06514912219575, 038-34, 313.45165494680504, 038-35, 171.71200823804688, 038-36, 394.43862225480467, 038-37, 229.840127094495, 038-38, 329.7882257324322, 038-39, 188.51964255225883, 038-40, 432.92207915539507, 038-41, 303.0446182796137, 038-42, 272.5476056836826, 038-43, 207.77814409947266, 038-44, 381.68983289250866, 038-45, 387.9126721094007
039, 039-01, 125.44547014519493, 039-02, 304.76723918261035, 039-03, 118.26735057144242, 039-04, 129.58668261646844, 039-05, 368.51371615668603, 039-06, 138.74052285146263, 039-07, 312.76096376545735, 039-08, 121.37671663851098, 039-09, 600.8088847193833, 039-10, 489.56361412000933, 039-11, 129.9303288670952, 039-12, 343.82843428871513, 039-13, 135.6760393336735, 039-14, 613.0731360489042, 039-15, 131.46390603741906, 039-16, 115.41235684566414, 039-17, 306.5009739473397, 039-18, 646.7529327539481, 039-19, 239.21839427571985, 039-20, 345.8383227880214, 039-21, 483.92681465642937, 039-22, 438.50185500908117, 039-23, 571.8955441166935, 039-24, 434.88719224903076, 039-25, 551.6267930306873, 039-26, 284.431348093487, 039-27, 374.5917867080979, 039-28, 133.82227971655738, 039-29, 528.6344276367507, 039-30, 387.9222661836675, 039-31, 152.5828763306785, 039-32, 122.98002773333627, 039-33, 138.81726729615863, 039-34, 458.7450461845089, 039-35, 122.12542704683419, 039-36, 112.3689239771007, 039-37, 594.6681364400836, 039-38, 324.60289666581116, 039-39, 134.91616338880073, 039-40, 141.88286430810456, 039-41, 150.68130121143142, 039-42, 295.82669470709607, 039-43, 271.2348138868329, 039-44, 135.6373069484273, 039-45, 156.64430385808464
040, 040-01, 132.0941189058906, 040-02, 176.94179219492872, 040-03, 141.75463851864725, 040-04, 314.75829681389814, 040-05, 117.86723157509938, 040-06, 117.77967227767877, 040-07, 115.40955020641833, 040-08, 442.50441203961987, 040-09, 621.3831253849527, 040-10, 760.1131672653411, 040-11, 119.27182815513106, 040-12, 1192.9587175977208, 040-13, 75.93730402237944, 040-14, 114.63096497122196, 040-15, 673.8938014536717, 040-16, 336.7243944528817, 040-17, 115.86555259928924, 040-18, 102.22848416528758, 040-19, 139.92698323412978, 040-20, 250.50047246570585, 040-21, 666.9672753071092, 040-22, 285.014164878056, 040-23, 279.031961996346, 040-24, 120.30646803760983, 040-25, 112.96136034094869, 040-26, 137.48130799161726, 040-27, 95.62199350716739, 040-28, 806.4640525685468, 040-29, 146.32635889104301, 040-30, 118.68367423699473, 040-31, 722.1658830316705, 040-32, 628.8230555875897, 040-33, 339.1968060162162, 040-34, 425.3162781200528, 040-35, 430.1043261724397, 040-36, 293.32868084947677, 040-37, 238.07230024577265, 040-38, 844.912546876503, 040-39, 451.4938736878009, 040-40, 185.12568307099286, 040-41, 132.47328123821538, 040-42, 172.53778655617123, 040-43, 750.6335947734517, 040-44, 277.96908519051266, 040-45, 275.91452729780843
